patch,median_move_vox,meijering_snap,meijering_random,raw_ct_snap,raw_ct_random,medial_points
s1_z2496_y1728_x3840,0.83,0.0482,0.0061,0.0323,0.0016,3493
s1_z2112_y2496_x2880,0.824,0.0624,0.007,0.0364,0.0035,4416
s1_z2880_y1920_x3264,0.814,0.0362,0.0035,0.0259,0.0019,6105
s1_z1920_y2112_x3072,0.812,0.0697,0.0108,0.0394,0.0039,6379
s5_z6000_y3420_x5890,0.792,0.0742,0.0097,0.0401,0.0045,2009
s1_z4800_y2880_x4608,0.783,0.048,0.0087,0.0266,0.0042,5082
s1_z3264_y1728_x4032,0.782,0.0321,0.0022,0.02,0.0007,3753
s1_z2688_y1920_x4608,0.78,0.0454,0.0076,0.0293,0.003,5077
s1_z3264_y2304_x2688,0.779,0.0483,0.0046,0.0249,0.0009,4920
s1_z2304_y2496_x3456,0.778,0.0422,0.0021,0.0301,-0.0008,3345
s1_z4800_y3072_x3648,0.765,0.0458,0.0043,0.0236,0.0029,7378
s1_z3456_y2304_x2688,0.763,0.0644,0.0069,0.0396,0.0022,5930
s1_z5568_y2112_x3264,0.763,0.0653,0.0086,0.0283,0.0011,8066
s1_z192_y1920_x4416,0.752,0.0543,0.0061,0.0277,0.0038,4923
s1_z192_y2880_x3456,0.745,0.0536,0.0056,0.0327,0.0016,5377
s4_z2560_y1280_x2304,0.732,0.0491,0.0034,0.0231,-0.0003,6105
s1_z3840_y1728_x3840,0.728,0.0398,0.0096,0.0205,0.0041,2787
s1_z5568_y3456_x3648,0.705,0.0661,0.0048,0.037,0.0044,4522
s1_z3456_y1728_x3840,0.703,0.0294,0.0038,0.012,0.0013,2432
s1_z960_y1728_x4032,0.701,0.0551,0.0046,0.036,0.0048,5188
s1_z3648_y2496_x3072,0.691,0.0399,0.0011,0.0221,0.0018,3097
s1_z2304_y1728_x4224,0.679,0.0353,0.0024,0.0245,0.002,5631
s1_z384_y1920_x3648,0.677,0.0431,0.0029,0.0266,0.0011,8496
s1_z5376_y2112_x4032,0.677,0.0416,0.0042,0.0224,0.003,7223
s1_z2304_y2496_x4224,0.662,0.0766,0.0065,0.0443,0.0002,3238
s1_z4032_y2496_x3648,0.65,0.0215,-0.0051,0.0166,-0.0032,4309
s1_z3840_y1728_x4032,0.647,0.0334,0.007,0.02,0.0011,3113
s5_z9180_y3230_x3420,0.636,0.0288,0.0023,0.0164,-0.0017,2003
s1_z3648_y2496_x3264,0.632,0.0443,0.0027,0.0194,-0.0019,4177
s5_z9180_y2090_x5700,0.629,0.026,0.0022,0.0171,0.0004,2767
s1_z192_y3072_x4032,0.625,0.0613,0.0075,0.0331,0.0013,2662
s1_z2880_y1728_x3840,0.62,0.0334,0.0029,0.0161,0.001,3075
s1_z3072_y2304_x2688,0.618,0.0354,0.005,0.0207,0.0014,6301
s1_z384_y1728_x4224,0.616,0.0517,0.0042,0.0275,0.0027,4701
s1_z5568_y3648_x4224,0.603,0.0711,0.0049,0.0305,0.0002,3666
s1_z5184_y2112_x4224,0.591,0.0417,0.0053,0.0298,0.0027,6180
s5_z8990_y3610_x3610,0.591,0.0427,0.0096,0.017,0.0003,3533
s5_z8990_y2850_x3420,0.573,0.0679,0.0049,0.028,0.0006,1398
s1_z4992_y2688_x3264,0.567,0.0367,0.0031,0.0184,-0.0007,6051
s5_z9370_y2280_x3420,0.551,0.0478,0.0007,0.0258,-0.0,2486
s1_z1536_y2688_x4416,0.54,0.0385,0.0042,0.0225,0.0024,2990
s1_z3840_y1920_x4608,0.528,0.0258,0.0043,0.0176,0.0012,4602
s1_z5376_y2304_x2688,0.527,0.0413,0.0044,0.0282,0.0014,6381
s5_z8990_y3230_x3420,0.506,0.0318,0.0031,0.0186,0.0002,1947
s1_z3264_y2304_x4032,0.48,0.0396,0.0052,0.0261,0.0016,7640
s5_z8990_y3040_x6080,0.464,0.0762,0.0158,0.0383,0.0056,1718
s5_z8500_y2850_x3040,0.463,0.0263,0.0003,0.0169,-0.001,1160
s1_z3072_y2112_x4416,0.458,0.0213,0.001,0.014,-0.0001,7006
s1_z3648_y2112_x4416,0.453,0.0295,0.001,0.0213,0.0008,5752
s5_z9180_y2660_x2470,0.453,0.0189,-0.0019,0.0087,-0.0021,2231
s1_z1728_y2688_x4608,0.433,0.064,0.0084,0.0321,0.0018,2340
s5_z8990_y3230_x5130,0.424,0.0339,0.0024,0.0183,0.0024,1133
s1_z3072_y2496_x3072,0.422,0.0237,0.0019,0.0129,-0.0005,7803
s1_z5376_y3648_x4224,0.417,0.0432,0.0028,0.0243,0.0003,2589
s5_z6190_y3040_x3230,0.413,0.0229,-0.0015,0.0094,-0.0028,1450
s1_z8704_y2816_x3584,0.409,0.04,0.0054,0.0208,0.0028,13157
s1_z2688_y1728_x3648,0.406,0.0298,0.0022,0.0196,0.0032,8687
s1_z192_y1728_x4032,0.405,0.0363,0.0031,0.0202,0.0014,3310
s1_z1536_y1920_x3456,0.404,0.0537,0.008,0.0312,0.0014,6102
s1_z4224_y2112_x3072,0.393,0.0181,-0.0003,0.0131,0.0008,8017
s1_z576_y3072_x3840,0.37,0.0309,0.0055,0.0214,0.0036,3106
s5_z5500_y4370_x3990,0.367,0.0208,0.0003,0.011,-0.0022,1785
s5_z6190_y3230_x3230,0.357,0.025,-0.0009,0.0143,-0.0012,1884
s1_z3264_y2112_x3072,0.349,0.043,0.0064,0.0211,0.0028,6181
s1_z3456_y2112_x4608,0.349,0.037,0.0053,0.0267,0.001,7189
s1_z6528_y3840_x3648,0.329,0.0342,0.0007,0.0169,0.0001,2281
s5_z8500_y2090_x3230,0.311,0.0418,0.0068,0.0231,0.0003,2411
s5_z8500_y2470_x5700,0.31,0.0247,-0.0009,0.0141,-0.0035,2665
s5_z9370_y2850_x2850,0.276,0.0288,0.0027,0.0156,-0.0005,1368
s1_z5760_y3456_x4032,0.273,0.0515,0.0116,0.0297,0.0024,4175
s5_z9370_y2090_x4560,0.27,0.0285,0.0009,0.0169,0.0012,3489
s5_z6190_y2850_x3230,0.253,0.0552,-0.0017,0.0236,-0.005,1485
s1_z4800_y1920_x3264,0.252,0.0268,0.0018,0.0133,0.0024,7790
s5_z5690_y1710_x3800,0.252,0.0302,0.0008,0.0165,0.0028,1526
s5_z6190_y2090_x4180,0.23,0.0528,0.0122,0.0268,0.0042,1356
s1_z1152_y2688_x3648,0.224,0.0486,0.0076,0.0272,0.0029,2225
s5_z5690_y2280_x3420,0.224,0.0133,0.0007,0.0064,-0.0012,2823
s5_z6190_y3420_x5890,0.201,0.0403,0.0083,0.0294,0.0039,2185
s1_z4800_y1920_x3648,0.19,0.0276,0.0041,0.0168,0.0012,7267
s1_z5568_y2304_x3072,0.171,0.0396,0.0105,0.0254,0.0045,6205
s1_z2880_y2112_x3072,0.147,0.0238,0.0038,0.0132,0.0006,7979
s1_z5568_y2304_x3264,0.14,0.0429,0.0082,0.0231,0.0043,5851
s5_z8500_y1900_x3800,0.115,0.0412,0.0053,0.0158,-0.0003,2148
s1_z1152_y2688_x4224,0.105,0.029,0.0005,0.0145,0.0004,3367
s1_z3264_y1728_x3840,0.1,0.0152,0.0013,0.008,0.0003,4296
s1_z3072_y2112_x3072,0.091,0.0187,0.0027,0.012,0.0005,6374
s5_z9180_y1710_x3420,0.087,0.0263,0.006,0.0151,0.0039,3405
s1_z5760_y2112_x4032,0.084,0.0353,0.0048,0.0235,0.0009,4426
s1_z2880_y2496_x2880,0.076,0.0071,-0.0012,0.0064,0.0007,4183
s1_z192_y1728_x3840,0.07,0.0356,0.0057,0.0218,0.004,3999
s5_z8990_y3040_x2850,0.07,0.0122,0.0008,0.0054,0.0012,1864
s5_z8500_y2090_x3420,0.053,0.0302,0.0057,0.017,-0.0001,2684
s1_z3072_y2496_x2880,0.05,0.0122,-0.0004,0.007,-0.0012,6348
s1_z1344_y2688_x3840,0.044,0.0313,0.0035,0.0199,0.0045,3191
s1_z5568_y3648_x3840,0.034,0.0159,-0.0007,0.007,0.0002,3461
s1_z3648_y1728_x3840,0.019,0.018,0.0023,0.0123,0.0003,3655
s1_z1344_y1920_x3456,0.015,0.0214,0.0035,0.0115,0.0022,6763
s1_z3072_y1728_x4032,0.012,0.0089,0.0015,0.008,0.0011,3875
s5_z6000_y2850_x2470,0.01,0.023,0.0019,0.0145,0.0,2209
s1_z5184_y1920_x3840,0.004,0.0088,0.0005,0.0063,0.0003,3736
s1_z1152_y2688_x4032,0.002,0.0161,0.0006,0.009,0.0004,3257
s5_z8500_y2660_x3040,0.001,0.0055,-0.002,-0.0023,-0.0033,1198
